Product URL,Product Name,Product Price,Rating,Number of Reviews,ASIN,Product Description,Manufacturer
https://www.amazon.in//Blue-Tree-Velvet-Nursery-Travelling/dp/B07QTQ3CS7/ref=sxin_17_trfobq2av2_5_B07QTQ3CS7?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07QTQ3CS7&pd_rd_r=f4cba527-1c26-4752-829c-ec6b08113d3f&pd_rd_w=n0L5A&pd_rd_wg=o8E3D&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=ZKX0YX9TFWT249J7VWRZ&qid=1690198433&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-6-973fd8bd-28ce-479e-8be4-fbaf1193947a,Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Age (Best_Blue-Rabbit)Pack of 1,N/A,4.2,82 ratings,B07QTQ3CS7,Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Age (Best_Blue-Rabbit)Pack of 1 : Amazon.in: Fashion,Visit the Blue Tree Store
https://www.amazon.in//AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RSCPH4N/ref=sxin_17_trfobq2av2_6_B07RSCPH4N?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07RSCPH4N&pd_rd_r=f4cba527-1c26-4752-829c-ec6b08113d3f&pd_rd_w=n0L5A&pd_rd_wg=o8E3D&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=ZKX0YX9TFWT249J7VWRZ&qid=1690198433&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-7-973fd8bd-28ce-479e-8be4-fbaf1193947a,"AmazonBasics Vacuum Compression Storage Bags with Hand Pump - Large, 5-Pack",N/A,4.5,"10,393 ratings",B07RSCPH4N,"AmazonBasics Vacuum Compression Storage Bags with Hand Pump - Large, 5-Pack : Amazon.in: Home & Kitchen",Brand: Amazon Basics
https://www.amazon.in//Amazon-Brand-Solimo-Polyester-Backpack/dp/B0B46XH98S/ref=sxin_17_trfobq2av2_7_B0B46XH98S?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0B46XH98S&pd_rd_r=f4cba527-1c26-4752-829c-ec6b08113d3f&pd_rd_w=n0L5A&pd_rd_wg=o8E3D&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=ZKX0YX9TFWT249J7VWRZ&qid=1690198433&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-8-973fd8bd-28ce-479e-8be4-fbaf1193947a,Amazon Brand - Solimo 8L Polyester Canvas Backpack,N/A,4.4,130 ratings,B0B46XH98S,Buy Amazon Brand - Solimo 8L Polyester Canvas Backpack | Pink at Amazon.in,Brand: Amazon Brand - Solimo
https://www.amazon.in//Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1690198433&sprefix=ba%2Caps%2C283&sr=8-6,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,N/A,3.9,"3,224 ratings",B09VCLZ3K4,"Buy Half Moon Large 35 Ltrs Water Resistant 17.3"" Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Spacious & Multiple Pockets at Amazon.in",Visit the Half Moon Store
https://www.amazon.in//Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1690198433&sprefix=ba%2Caps%2C283&sr=8-7,"Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",N/A,3.9,"16,586 ratings",B085MHDJ93,"Buy Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips at Amazon.in",Visit the Half Moon Store
https://www.amazon.in//American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1690198433&sprefix=ba%2Caps%2C283&sr=8-8,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",N/A,4.3,562 ratings,B0BTD4S4XF,"Buy American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER at Amazon.in",Brand: American Tourister
https://www.amazon.in//Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1690198433&sprefix=ba%2Caps%2C283&sr=8-9,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women (Brown),N/A,4.4,"5,919 ratings",B07G4F6XFH,Buy Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women (Brown) at Amazon.in,Visit the Gear Store
https://www.amazon.in//TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1690198433&sprefix=ba%2Caps%2C283&sr=8-10,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",N/A,3.8,"2,313 ratings",B09QJ7ZF2Y,"Buy TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black) at Amazon.in",Visit the TRUE HUMAN Store
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxODU2OTEyNzI3OTM5MzA6MTY5MDE5ODQzMzpzcF9tdGY6MzAwMDE4MTQzMjAwMzMyOjowOjo&url=%2FWALKENT-Anti-Theft-Waterproof-Backpack-Caballo%2Fdp%2FB0C7KPGC2Y%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690198433%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"WALKENT 15.6"" Vegan Leather Laptop Bag with Side Bottle & Anti-Theft Pockets, Waterproof Backpack for Men & Women (Model Caballo, 33 Liters, Black)",N/A,Previous,N/A,B0C7KPGC2Y,"Buy WALKENT 15.6"" Vegan Leather Laptop Bag with Side Bottle & Anti-Theft Pockets, Waterproof Backpack for Men & Women (Model Caballo, 33 Liters, Black) at Amazon.in",Visit the WALKENT Store
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxODU2OTEyNzI3OTM5MzA6MTY5MDE5ODQzMzpzcF9tdGY6MzAwMDEzMzQyOTgzODMyOjowOjo&url=%2FPolice-Polyester-laptop-casual-backpack%2Fdp%2FB09CQ5T3LN%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690198433%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,N/A,4.1,"5,737 ratings",B09CQ5T3LN,Buy POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 LTR Hedge Polyester - Black at Amazon.in,Visit the POLICE Store
https://www.amazon.in/https://aax-eu.amazon.in/x/c/REuilEsMiA9GuOlyDXJfeRsAAAGJh61gTgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICAcfqow/https://www.amazon.in/Sirona-Sanitary-Napkin-Diapers-Disposal/dp/B01NAZVN8M/ref=sxin_25_sbv_search_btf?content-id=amzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac%3Aamzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B01NAZVN8M&pd_rd_r=f4cba527-1c26-4752-829c-ec6b08113d3f&pd_rd_w=M3ZrH&pd_rd_wg=o8E3D&pf_rd_p=ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&pf_rd_r=ZKX0YX9TFWT249J7VWRZ&qid=1690198433&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNTUwMzM4ODAyMzU5Mzk4OjE2OTAxOTg0MzM6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTE1OTU1NTU2NDk4OjowOjo&url=%2Fuppercase-Backpack-2500EBP1-resistant-sustainable%2Fdp%2FB0BTDB674X%2Fref%3Dsxin_26_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%253Aamzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB0BTDB674X%26pd_rd_r%3Df4cba527-1c26-4752-829c-ec6b08113d3f%26pd_rd_w%3DFKM4v%26pd_rd_wg%3Do8E3D%26pf_rd_p%3D5c2af76f-28ad-42b0-80ba-b318af0af39f%26pf_rd_r%3DZKX0YX9TFWT249J7VWRZ%26qid%3D1690198433%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-1-57f7ded0-ad23-4d3a-8b1d-eb8cdd1b0fe5-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",N/A,4.0,248 ratings,B0BTDB674X,"Buy uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty at Amazon.in",Visit the uppercase Store
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNTUwMzM4ODAyMzU5Mzk4OjE2OTAxOTg0MzM6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDkwNjQ0OTk5NDA2OjoxOjo&url=%2FCosmus-Tuxer-Laptop-Backpack-Compartments%2Fdp%2FB09HCK9MLX%2Fref%3Dsxin_26_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%253Aamzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB09HCK9MLX%26pd_rd_r%3Df4cba527-1c26-4752-829c-ec6b08113d3f%26pd_rd_w%3DFKM4v%26pd_rd_wg%3Do8E3D%26pf_rd_p%3D5c2af76f-28ad-42b0-80ba-b318af0af39f%26pf_rd_r%3DZKX0YX9TFWT249J7VWRZ%26qid%3D1690198433%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-2-57f7ded0-ad23-4d3a-8b1d-eb8cdd1b0fe5-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,COSMUS Tuxer 38L Large Laptop Backpack With 3 Compartments,N/A,4.1,303 ratings,B09HCK9MLX,Buy COSMUS Tuxer 38L Black Large Laptop Backpack With 3 Compartments at Amazon.in,Visit the COSMUS Store
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNTUwMzM4ODAyMzU5Mzk4OjE2OTAxOTg0MzM6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTI0MzExMDI0ODk4OjoyOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsxin_26_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%253Aamzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB0BWNCV31F%26pd_rd_r%3Df4cba527-1c26-4752-829c-ec6b08113d3f%26pd_rd_w%3DFKM4v%26pd_rd_wg%3Do8E3D%26pf_rd_p%3D5c2af76f-28ad-42b0-80ba-b318af0af39f%26pf_rd_r%3DZKX0YX9TFWT249J7VWRZ%26qid%3D1690198433%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-3-57f7ded0-ad23-4d3a-8b1d-eb8cdd1b0fe5-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",N/A,4.1,505 ratings,B0BWNCV31F,"Buy uppercase Medium 17 Ltrs Vegan Leather (14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Teal Blue) at Amazon.in",Visit the uppercase Store
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNTUwMzM4ODAyMzU5Mzk4OjE2OTAxOTg0MzM6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDIxMjEzNDg3NDA2OjozOjo&url=%2FCosmus-Atomic-Compartment-Large-Laptop%2Fdp%2FB077NZJ5XZ%2Fref%3Dsxin_26_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%253Aamzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB077NZJ5XZ%26pd_rd_r%3Df4cba527-1c26-4752-829c-ec6b08113d3f%26pd_rd_w%3DFKM4v%26pd_rd_wg%3Do8E3D%26pf_rd_p%3D5c2af76f-28ad-42b0-80ba-b318af0af39f%26pf_rd_r%3DZKX0YX9TFWT249J7VWRZ%26qid%3D1690198433%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-4-57f7ded0-ad23-4d3a-8b1d-eb8cdd1b0fe5-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,COSMUS Atomic Dx 3 Compartment Large Laptop Bag Polyester Laptop Backpack,N/A,4.4,"4,096 ratings",B077NZJ5XZ,Buy Cosmus Atomic Dx 3 Compartment Large Laptop Bag - Navy Blue Polyester Waterproof Laptop Backpack at Amazon.in,Visit the COSMUS Store
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNTUwMzM4ODAyMzU5Mzk4OjE2OTAxOTg0MzM6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDk3NTc5NTAxNzk4Ojo0Ojo&url=%2Fuppercase-ltrs-backpack-INVALID-DATA_red%2Fdp%2FB0B691HSL3%2Fref%3Dsxin_26_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%253Aamzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB0B691HSL3%26pd_rd_r%3Df4cba527-1c26-4752-829c-ec6b08113d3f%26pd_rd_w%3DFKM4v%26pd_rd_wg%3Do8E3D%26pf_rd_p%3D5c2af76f-28ad-42b0-80ba-b318af0af39f%26pf_rd_r%3DZKX0YX9TFWT249J7VWRZ%26qid%3D1690198433%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-5-57f7ded0-ad23-4d3a-8b1d-eb8cdd1b0fe5-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,N/A,4.2,166 ratings,B0B691HSL3,"Buy uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Boys and Girls, 750 Days warranty (Red) at Amazon.in",Visit the uppercase Store
